"","X1","unitid","year","fips","opeid","inst_name_fsa","loan_type","loan_recipients_unitid","num_loans_disbursed_unitid","num_loans_originated_unitid","value_loans_originated_unitid","value_loan_disbursements_unitid","loan_recipients_opeid","num_loans_disbursed_opeid","num_loans_originated_opeid","value_loans_originated_opeid","value_loan_disbursements_opeid","allocation_flag","combined_flag","other_assoc_opeids","hbcu"
"564",16391,139384,2017,"Georgia","00402400","GEORGIA NORTHWESTERN TECHNICAL COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"565",16392,139384,2017,"Georgia","00402400","GEORGIA NORTHWESTERN TECHNICAL COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"566",16393,139384,2017,"Georgia","00402400","GEORGIA NORTHWESTERN TECHNICAL COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"567",16394,139384,2017,"Georgia","00402400","GEORGIA NORTHWESTERN TECHNICAL COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"568",16395,139393,2017,"Georgia","00348400","COVENANT COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"569",16396,139393,2017,"Georgia","00348400","COVENANT COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",428,875,468,1485771,1485771,428,875,468,1485771,1485771,"No","No",NA,"No"
"570",16397,139393,2017,"Georgia","00348400","COVENANT COLLEGE","Direct Loan Parent PLUS",79,154,93,1024191,1024191,79,154,93,1024191,1024191,"No","No",NA,"No"
"571",16398,139393,2017,"Georgia","00348400","COVENANT COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"572",16399,139393,2017,"Georgia","00348400","COVENANT COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"573",16400,139393,2017,"Georgia","00348400","COVENANT COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"574",16401,139393,2017,"Georgia","00348400","COVENANT COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"575",16402,139463,2017,"Georgia","00395600","DALTON STATE COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"576",16403,139463,2017,"Georgia","00395600","DALTON STATE COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",842,1840,953,3313286,3313286,842,1840,953,3313286,3313286,"No","No",NA,"No"
"577",16404,139463,2017,"Georgia","00395600","DALTON STATE COLLEGE","Direct Loan Parent PLUS",37,78,40,237948,237948,37,78,40,237948,237948,"No","No",NA,"No"
"578",16405,139463,2017,"Georgia","00395600","DALTON STATE COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"579",16406,139463,2017,"Georgia","00395600","DALTON STATE COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"580",16407,139463,2017,"Georgia","00395600","DALTON STATE COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"581",16408,139463,2017,"Georgia","00395600","DALTON STATE COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"582",16409,139506,2017,"Georgia","01205100","PRO WAY HAIR SCHOOL","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"583",16410,139506,2017,"Georgia","01205100","PRO WAY HAIR SCHOOL","Unsubsidized Direct Loan&ndash,Undergraduate",154,328,181,522855,522855,154,328,181,522855,522855,"No","No",NA,"No"
"584",16411,139506,2017,"Georgia","01205100","PRO WAY HAIR SCHOOL","Direct Loan Parent PLUS",4,8,4,28792,28792,4,8,4,28792,28792,"No","No",NA,"No"
"585",16412,139506,2017,"Georgia","01205100","PRO WAY HAIR SCHOOL","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"586",16413,139506,2017,"Georgia","01205100","PRO WAY HAIR SCHOOL","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"587",16414,139506,2017,"Georgia","01205100","PRO WAY HAIR SCHOOL","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"588",16415,139506,2017,"Georgia","01205100","PRO WAY HAIR SCHOOL","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"589",16416,139579,2017,"Georgia","01303900","SOUTH UNIVERSITY","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",NA,"No"
"590",16417,139579,2017,"Georgia","01303900","SOUTH UNIVERSITY","Unsubsidized Direct Loan&ndash,Undergraduate",992.444275,2932.503174,1278.180298,5460141.5,5459715,9298,27474,11975,51154911,51150911,"Yes","No",NA,"No"
"591",16418,139579,2017,"Georgia","01303900","SOUTH UNIVERSITY","Direct Loan Parent PLUS",34.796391,102.147682,40.880421,287891.25,287406.875,326,957,383,2697192,2692654,"Yes","No",NA,"No"
"592",16419,139579,2017,"Georgia","01303900","SOUTH UNIVERSITY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",NA,"No"
"593",16420,139579,2017,"Georgia","01303900","SOUTH UNIVERSITY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",NA,"No"
"594",16421,139579,2017,"Georgia","01303900","SOUTH UNIVERSITY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",NA,"No"
"595",16422,139579,2017,"Georgia","01303900","SOUTH UNIVERSITY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",NA,"No"
"596",16423,139621,2017,"Georgia","01099700","EAST GEORGIA STATE COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"597",16424,139621,2017,"Georgia","01099700","EAST GEORGIA STATE COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",1276,2795,1605,3625566,3625566,1276,2795,1605,3625566,3625566,"No","No",NA,"No"
"598",16425,139621,2017,"Georgia","01099700","EAST GEORGIA STATE COLLEGE","Direct Loan Parent PLUS",199,408,223,802474,802474,199,408,223,802474,802474,"No","No",NA,"No"
"599",16426,139621,2017,"Georgia","01099700","EAST GEORGIA STATE COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"600",16427,139621,2017,"Georgia","01099700","EAST GEORGIA STATE COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"601",16428,139621,2017,"Georgia","01099700","EAST GEORGIA STATE COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"602",16429,139621,2017,"Georgia","01099700","EAST GEORGIA STATE COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"603",16430,139630,2017,"Georgia","00156300","EMMANUEL COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"604",16431,139630,2017,"Georgia","00156300","EMMANUEL COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",509,1090,608,1914007,1914007,509,1090,608,1914007,1914007,"No","No",NA,"No"
"605",16432,139630,2017,"Georgia","00156300","EMMANUEL COLLEGE","Direct Loan Parent PLUS",214,395,220,2356384,2356384,214,395,220,2356384,2356384,"No","No",NA,"No"
"606",16433,139630,2017,"Georgia","00156300","EMMANUEL COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"607",16434,139630,2017,"Georgia","00156300","EMMANUEL COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"608",16435,139630,2017,"Georgia","00156300","EMMANUEL COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"609",16436,139630,2017,"Georgia","00156300","EMMANUEL COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"610",16437,139658,2017,"Georgia","00156400","EMORY UNIVERSITY","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"611",16438,139658,2017,"Georgia","00156400","EMORY UNIVERSITY","Unsubsidized Direct Loan&ndash,Undergraduate",2110,4076,2194,7536303,7536303,2110,4076,2194,7536303,7536303,"No","No",NA,"No"
"612",16439,139658,2017,"Georgia","00156400","EMORY UNIVERSITY","Direct Loan Parent PLUS",272,554,312,7047641,7047641,272,554,312,7047641,7047641,"No","No",NA,"No"
"613",16440,139658,2017,"Georgia","00156400","EMORY UNIVERSITY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"614",16441,139658,2017,"Georgia","00156400","EMORY UNIVERSITY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"615",16442,139658,2017,"Georgia","00156400","EMORY UNIVERSITY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"616",16443,139658,2017,"Georgia","00156400","EMORY UNIVERSITY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"617",16444,139700,2017,"Georgia","00950700","GEORGIA HIGHLANDS COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"618",16445,139700,2017,"Georgia","00950700","GEORGIA HIGHLANDS COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",1295,2592,1536,3178793,3178793,1295,2592,1536,3178793,3178793,"No","No",NA,"No"
"619",16446,139700,2017,"Georgia","00950700","GEORGIA HIGHLANDS COLLEGE","Direct Loan Parent PLUS",18,32,19,87483,87483,18,32,19,87483,87483,"No","No",NA,"No"
"620",16447,139700,2017,"Georgia","00950700","GEORGIA HIGHLANDS COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"621",16448,139700,2017,"Georgia","00950700","GEORGIA HIGHLANDS COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"622",16449,139700,2017,"Georgia","00950700","GEORGIA HIGHLANDS COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"623",16450,139700,2017,"Georgia","00950700","GEORGIA HIGHLANDS COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"624",16451,139719,2017,"Georgia","00156600","FORT VALLEY STATE UNIVERSITY","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"Yes"
"625",16452,139719,2017,"Georgia","00156600","FORT VALLEY STATE UNIVERSITY","Unsubsidized Direct Loan&ndash,Undergraduate",2002,4092,2196,8089531,8089531,2002,4092,2196,8089531,8089531,"No","No",NA,"Yes"
"626",16453,139719,2017,"Georgia","00156600","FORT VALLEY STATE UNIVERSITY","Direct Loan Parent PLUS",640,1457,748,6346525,6346525,640,1457,748,6346525,6346525,"No","No",NA,"Yes"
"627",16454,139719,2017,"Georgia","00156600","FORT VALLEY STATE UNIVERSITY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"Yes"
"628",16455,139719,2017,"Georgia","00156600","FORT VALLEY STATE UNIVERSITY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"Yes"
"629",16456,139719,2017,"Georgia","00156600","FORT VALLEY STATE UNIVERSITY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"Yes"
"630",16457,139719,2017,"Georgia","00156600","FORT VALLEY STATE UNIVERSITY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"Yes"
"631",16458,139746,2017,"Georgia","00411700","GRADY HEALTH SYSTEM","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"632",16459,139746,2017,"Georgia","00411700","GRADY HEALTH SYSTEM","Unsubsidized Direct Loan&ndash,Undergraduate",39,94,39,196203,196203,39,94,39,196203,196203,"No","No",NA,"No"
"633",16460,139746,2017,"Georgia","00411700","GRADY HEALTH SYSTEM","Direct Loan Parent PLUS",2,5,2,37000,37000,2,5,2,37000,37000,"No","No",NA,"No"
"634",16461,139746,2017,"Georgia","00411700","GRADY HEALTH SYSTEM","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"635",16462,139746,2017,"Georgia","00411700","GRADY HEALTH SYSTEM","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"636",16463,139746,2017,"Georgia","00411700","GRADY HEALTH SYSTEM","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"637",16464,139746,2017,"Georgia","00411700","GRADY HEALTH SYSTEM","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"638",16465,139755,2017,"Georgia","00156900","GEORGIA INSTITUTE OF TECHNOLOGY","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"639",16466,139755,2017,"Georgia","00156900","GEORGIA INSTITUTE OF TECHNOLOGY","Unsubsidized Direct Loan&ndash,Undergraduate",3714,7486,5122,15187969,15187969,3714,7486,5122,15187969,15187969,"No","No",NA,"No"
"640",16467,139755,2017,"Georgia","00156900","GEORGIA INSTITUTE OF TECHNOLOGY","Direct Loan Parent PLUS",1296,2599,1773,25019164,25019164,1296,2599,1773,25019164,25019164,"No","No",NA,"No"
"641",16468,139755,2017,"Georgia","00156900","GEORGIA INSTITUTE OF TECHNOLOGY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"642",16469,139755,2017,"Georgia","00156900","GEORGIA INSTITUTE OF TECHNOLOGY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"643",16470,139755,2017,"Georgia","00156900","GEORGIA INSTITUTE OF TECHNOLOGY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"644",16471,139755,2017,"Georgia","00156900","GEORGIA INSTITUTE OF TECHNOLOGY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"645",16472,139764,2017,"Georgia","00157300","GEORGIA SOUTHWESTERN STATE UNIVERSITY","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"646",16473,139764,2017,"Georgia","00157300","GEORGIA SOUTHWESTERN STATE UNIVERSITY","Unsubsidized Direct Loan&ndash,Undergraduate",1220,2308,1395,4909899,4909899,1220,2308,1395,4909899,4909899,"No","No",NA,"No"
"647",16474,139764,2017,"Georgia","00157300","GEORGIA SOUTHWESTERN STATE UNIVERSITY","Direct Loan Parent PLUS",135,258,155,866291,866291,135,258,155,866291,866291,"No","No",NA,"No"
"648",16475,139764,2017,"Georgia","00157300","GEORGIA SOUTHWESTERN STATE UNIVERSITY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"649",16476,139764,2017,"Georgia","00157300","GEORGIA SOUTHWESTERN STATE UNIVERSITY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"650",16477,139764,2017,"Georgia","00157300","GEORGIA SOUTHWESTERN STATE UNIVERSITY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"651",16478,139764,2017,"Georgia","00157300","GEORGIA SOUTHWESTERN STATE UNIVERSITY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"652",16479,139861,2017,"Georgia","00160200","GEORGIA COLLEGE & STATE UNIVERSITY","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"653",16480,139861,2017,"Georgia","00160200","GEORGIA COLLEGE & STATE UNIVERSITY","Unsubsidized Direct Loan&ndash,Undergraduate",2595,5151,2876,9354470,9354470,2595,5151,2876,9354470,9354470,"No","No",NA,"No"
"654",16481,139861,2017,"Georgia","00160200","GEORGIA COLLEGE & STATE UNIVERSITY","Direct Loan Parent PLUS",485,958,567,6065583,6065583,485,958,567,6065583,6065583,"No","No",NA,"No"
"655",16482,139861,2017,"Georgia","00160200","GEORGIA COLLEGE & STATE UNIVERSITY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"656",16483,139861,2017,"Georgia","00160200","GEORGIA COLLEGE & STATE UNIVERSITY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"657",16484,139861,2017,"Georgia","00160200","GEORGIA COLLEGE & STATE UNIVERSITY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"658",16485,139861,2017,"Georgia","00160200","GEORGIA COLLEGE & STATE UNIVERSITY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"659",16486,139931,2017,"Georgia","00157200","GEORGIA SOUTHERN UNIVERSITY","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"660",16487,139931,2017,"Georgia","00157200","GEORGIA SOUTHERN UNIVERSITY","Unsubsidized Direct Loan&ndash,Undergraduate",11887,23942,13935,45561400,45561400,11887,23942,13935,45561401,45561401,"No","No",NA,"No"
"661",16488,139931,2017,"Georgia","00157200","GEORGIA SOUTHERN UNIVERSITY","Direct Loan Parent PLUS",2207,4345,2723,22722172,22722172,2207,4345,2723,22722173,22722173,"No","No",NA,"No"
"662",16489,139931,2017,"Georgia","00157200","GEORGIA SOUTHERN UNIVERSITY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"663",16490,139931,2017,"Georgia","00157200","GEORGIA SOUTHERN UNIVERSITY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"664",16491,139931,2017,"Georgia","00157200","GEORGIA SOUTHERN UNIVERSITY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"665",16492,139931,2017,"Georgia","00157200","GEORGIA SOUTHERN UNIVERSITY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"666",16493,139940,2017,"Georgia","00157400","GEORGIA STATE UNIVERSITY","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"667",16494,139940,2017,"Georgia","00157400","GEORGIA STATE UNIVERSITY","Unsubsidized Direct Loan&ndash,Undergraduate",18458,32835,19329,71844248,71844248,18458,32835,19329,71844248,71844248,"No","No",NA,"No"
"668",16495,139940,2017,"Georgia","00157400","GEORGIA STATE UNIVERSITY","Direct Loan Parent PLUS",1545,2880,1740,15387948,15387948,1545,2880,1740,15387948,15387948,"No","No",NA,"No"
"669",16496,139940,2017,"Georgia","00157400","GEORGIA STATE UNIVERSITY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"670",16497,139940,2017,"Georgia","00157400","GEORGIA STATE UNIVERSITY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"671",16498,139940,2017,"Georgia","00157400","GEORGIA STATE UNIVERSITY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"672",16499,139940,2017,"Georgia","00157400","GEORGIA STATE UNIVERSITY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"673",16500,139959,2017,"Georgia","00159800","UNIVERSITY OF GEORGIA","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"674",16501,139959,2017,"Georgia","00159800","UNIVERSITY OF GEORGIA","Unsubsidized Direct Loan&ndash,Undergraduate",9316,17145,9547,37231568,37231568,9316,17145,9547,37231566,37231566,"No","No",NA,"No"
"675",16502,139959,2017,"Georgia","00159800","UNIVERSITY OF GEORGIA","Direct Loan Parent PLUS",3283,6354,3647,39072408,39072408,3283,6354,3647,39072408,39072408,"No","No",NA,"No"
"676",16503,139959,2017,"Georgia","00159800","UNIVERSITY OF GEORGIA","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"677",16504,139959,2017,"Georgia","00159800","UNIVERSITY OF GEORGIA","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"678",16505,139959,2017,"Georgia","00159800","UNIVERSITY OF GEORGIA","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"679",16506,139959,2017,"Georgia","00159800","UNIVERSITY OF GEORGIA","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"680",16507,139968,2017,"Georgia","00157500","GORDON STATE COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"681",16508,139968,2017,"Georgia","00157500","GORDON STATE COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",1917,3650,2107,5927664,5927664,1917,3650,2107,5927664,5927664,"No","No",NA,"No"
"682",16509,139968,2017,"Georgia","00157500","GORDON STATE COLLEGE","Direct Loan Parent PLUS",201,379,214,1013889,1013889,201,379,214,1013889,1013889,"No","No",NA,"No"
"683",16510,139968,2017,"Georgia","00157500","GORDON STATE COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"684",16511,139968,2017,"Georgia","00157500","GORDON STATE COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"685",16512,139968,2017,"Georgia","00157500","GORDON STATE COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"686",16513,139968,2017,"Georgia","00157500","GORDON STATE COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"687",16514,139986,2017,"Georgia","00562100","SOUTHERN CRESCENT TECHNICAL COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"688",16515,139986,2017,"Georgia","00562100","SOUTHERN CRESCENT TECHNICAL COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",653,1334,687,2114807,2114807,653,1334,687,2114807,2114807,"No","No",NA,"No"
"689",16516,139986,2017,"Georgia","00562100","SOUTHERN CRESCENT TECHNICAL COLLEGE","Direct Loan Parent PLUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"690",16517,139986,2017,"Georgia","00562100","SOUTHERN CRESCENT TECHNICAL COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"691",16518,139986,2017,"Georgia","00562100","SOUTHERN CRESCENT TECHNICAL COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"692",16519,139986,2017,"Georgia","00562100","SOUTHERN CRESCENT TECHNICAL COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"693",16520,139986,2017,"Georgia","00562100","SOUTHERN CRESCENT TECHNICAL COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"694",16521,139995,2017,"Georgia","01077100","GUPTON-JONES COLLEGE OF FUNERAL SERVICE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"695",16522,139995,2017,"Georgia","01077100","GUPTON-JONES COLLEGE OF FUNERAL SERVICE","Unsubsidized Direct Loan&ndash,Undergraduate",196,441,205,797352,797352,196,441,205,797352,797352,"No","No",NA,"No"
"696",16523,139995,2017,"Georgia","01077100","GUPTON-JONES COLLEGE OF FUNERAL SERVICE","Direct Loan Parent PLUS",8,17,8,86065,86065,8,17,8,86065,86065,"No","No",NA,"No"
"697",16524,139995,2017,"Georgia","01077100","GUPTON-JONES COLLEGE OF FUNERAL SERVICE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"698",16525,139995,2017,"Georgia","01077100","GUPTON-JONES COLLEGE OF FUNERAL SERVICE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
