"","unitid","year","opeid.x","fips.x.x","pp_years_since_entering_repay","pp_cohort_year.x","pp_repay_rate","pp_repay_rate_lowincome","pp_repay_rate_midincome","pp_repay_count_highincome","pp_race","pp_sex","grad rate","enrollment","received any aid","pct students receiving aid","pp_inst_name_fsa","pp_loan_type","pp_loan_recipients_unitid","pp_value_loan_disbursements_unitid","pp_hbcu","pp_average_loan","unsub_cohort_year.x","unsub_loan_type","unsub_loan_recipients_unitid","unsub_value_loan_disbursements_unitid","unsub_hbcu","unsub_average_loan"
"352",141361,2012,160400,13,5,2007,0.765182,0.683333,0.754545,77,2,99,0.375,1073,1,1,"YOUNG HARRIS COLLEGE",7,110,1058647,"No",9624.06363636364,2007,4,598,2309580,"No",3862.17391304348
"353",197869,2010,290600,37,3,2007,0.797959,0.734857,0.806318,862,1,99,0.66,15297,1,0.67,"APPALACHIAN STATE UNIVERSITY",7,2367,18520584,"No",7824.49683143219,2007,4,5622,21051054,"No",3744.40661686233
"354",197869,2010,290600,37,3,2007,0.797959,0.734857,0.806318,862,2,99,0.438,15297,1,0.67,"APPALACHIAN STATE UNIVERSITY",7,2367,18520584,"No",7824.49683143219,2007,4,5622,21051054,"No",3744.40661686233
"355",197869,2012,290600,37,5,2007,0.832314,0.768489,0.840409,902,2,99,0.529,15858,1,0.67,"APPALACHIAN STATE UNIVERSITY",7,2386,22481168,"No",9422.11567476949,2007,4,6177,23032746,"No",3728.79164643031
"356",197869,2012,290600,37,5,2007,0.832314,0.768489,0.840409,902,1,99,0.693,15858,1,0.67,"APPALACHIAN STATE UNIVERSITY",7,2386,22481168,"No",9422.11567476949,2007,4,6177,23032746,"No",3728.79164643031
"357",197887,2010,403300,37,3,2007,0.721014,0.668571,-3,14,2,99,0.056,6489,1,0.63,"ASHEVILLE BUNCOMBE TECHNICAL COMMUNITY COLLEGE",7,4,26082,"No",6520.5,2007,4,872,3496003,"No",4009.17775229358
"358",197887,2010,403300,37,3,2007,0.721014,0.668571,-3,14,1,99,0.192,6489,1,0.63,"ASHEVILLE BUNCOMBE TECHNICAL COMMUNITY COLLEGE",7,4,26082,"No",6520.5,2007,4,872,3496003,"No",4009.17775229358
"359",197887,2012,403300,37,5,2007,0.755245,0.725275,-3,17,1,99,0.18,6992,1,0.76,"ASHEVILLE BUNCOMBE TECHNICAL COMMUNITY COLLEGE",7,15,114445,"No",7629.66666666667,2007,4,1570,6238027,"No",3973.26560509554
"360",197887,2012,403300,37,5,2007,0.755245,0.725275,-3,17,2,99,0.037,6992,1,0.76,"ASHEVILLE BUNCOMBE TECHNICAL COMMUNITY COLLEGE",7,15,114445,"No",7629.66666666667,2007,4,1570,6238027,"No",3973.26560509554
"361",197911,2010,290800,37,3,2007,0.680374,0.560345,0.736318,102,2,99,0.227,1101,1,1,"BARTON COLLEGE",7,173,1904195,"No",11006.9075144509,2007,4,928,3704768,"No",3992.20689655172
"362",197911,2010,290800,37,3,2007,0.680374,0.560345,0.736318,102,1,99,0.528,1101,1,1,"BARTON COLLEGE",7,173,1904195,"No",11006.9075144509,2007,4,928,3704768,"No",3992.20689655172
"363",197911,2012,290800,37,5,2007,0.691638,0.563707,0.763285,108,2,99,0.379,1014,1,1,"BARTON COLLEGE",7,137,1896581,"No",13843.6569343066,2007,4,868,3649646,"No",4204.66129032258
"364",197911,2012,290800,37,5,2007,0.691638,0.563707,0.763285,108,1,99,0.521,1014,1,1,"BARTON COLLEGE",7,137,1896581,"No",13843.6569343066,2007,4,868,3649646,"No",4204.66129032258
"365",197966,2010,855800,37,3,2007,0.636364,0.5625,-3,-3,1,99,0.144,1726,1,0.73,"BEAUFORT COUNTY COMMUNITY COLLEGE",7,0,0,"No",NA,2007,4,13,19556,"No",1504.30769230769
"366",197966,2010,855800,37,3,2007,0.636364,0.5625,-3,-3,2,99,0.15,1726,1,0.73,"BEAUFORT COUNTY COMMUNITY COLLEGE",7,0,0,"No",NA,2007,4,13,19556,"No",1504.30769230769
"367",197966,2012,855800,37,5,2007,0.676471,0.632653,-3,-3,2,99,0.133,1512,1,0.84,"BEAUFORT COUNTY COMMUNITY COLLEGE",7,0,0,"No",NA,2007,4,576,2191304,"No",3804.34722222222
"368",197966,2012,855800,37,5,2007,0.676471,0.632653,-3,-3,1,99,0.204,1512,1,0.84,"BEAUFORT COUNTY COMMUNITY COLLEGE",7,0,0,"No",NA,2007,4,576,2191304,"No",3804.34722222222
"369",197984,2010,291000,37,3,2007,0.558537,0.396104,0.609756,92,2,99,0.188,1593,1,0.86,"BELMONT ABBEY COLLEGE",7,293,3241223,"No",11062.1945392491,2007,4,1306,4666660,"No",3573.24655436447
"370",197984,2010,291000,37,3,2007,0.558537,0.396104,0.609756,92,1,99,0.364,1593,1,0.86,"BELMONT ABBEY COLLEGE",7,293,3241223,"No",11062.1945392491,2007,4,1306,4666660,"No",3573.24655436447
"371",197984,2012,291000,37,5,2007,0.573913,0.426966,0.612022,99,2,99,0.438,1535,1,1,"BELMONT ABBEY COLLEGE",7,228,2953268,"No",12952.9298245614,2007,4,1313,6277437,"No",4780.98781416603
"372",197984,2012,291000,37,5,2007,0.573913,0.426966,0.612022,99,1,99,0.424,1535,1,1,"BELMONT ABBEY COLLEGE",7,228,2953268,"No",12952.9298245614,2007,4,1313,6277437,"No",4780.98781416603
"373",197993,2010,291100,37,3,2007,0.375,0.397163,0.333333,34,2,99,0.389,730,1,0.97,"BENNETT COLLEGE",7,247,2935836,"Yes",11885.975708502,2007,4,668,2683903,"Yes",4017.81886227545
"374",197993,2010,291100,37,3,2007,0.375,0.397163,0.333333,34,1,99,NA,730,1,0.97,"BENNETT COLLEGE",7,247,2935836,"Yes",11885.975708502,2007,4,668,2683903,"Yes",4017.81886227545
"375",197993,2012,291100,37,5,2007,0.392982,0.412903,0.366667,40,1,99,NA,703,1,1,"BENNETT COLLEGE",7,127,1745353,"Yes",13742.937007874,2007,4,629,2936561,"Yes",4668.61844197138
"376",197993,2012,291100,37,5,2007,0.392982,0.412903,0.366667,40,2,99,0.44,703,1,1,"BENNETT COLLEGE",7,127,1745353,"Yes",13742.937007874,2007,4,629,2936561,"Yes",4668.61844197138
"377",198039,2010,968400,37,3,2007,-3,-3,-3,-3,1,99,0.158,2124,1,0.68,"BLUE RIDGE COMMUNITY COLLEGE",7,0,0,"No",NA,2007,4,252,1086594,"No",4311.88095238095
"378",198039,2010,968400,37,3,2007,-3,-3,-3,-3,2,99,0.333,2124,1,0.68,"BLUE RIDGE COMMUNITY COLLEGE",7,0,0,"No",NA,2007,4,252,1086594,"No",4311.88095238095
"379",198039,2012,968400,37,5,2007,-3,-3,-3,-3,2,99,0,1931,1,0.7,"BLUE RIDGE COMMUNITY COLLEGE",7,0,0,"No",NA,2007,4,234,873306,"No",3732.07692307692
"380",198039,2012,968400,37,5,2007,-3,-3,-3,-3,1,99,0.185,1931,1,0.7,"BLUE RIDGE COMMUNITY COLLEGE",7,0,0,"No",NA,2007,4,234,873306,"No",3732.07692307692
"381",198066,2010,291200,37,3,2007,0.681275,0.6,0.638298,72,2,99,0.2,615,1,0.99,"BREVARD COLLEGE",7,119,1136766,"No",9552.65546218487,2007,4,412,1386954,"No",3366.3932038835
"382",198066,2010,291200,37,3,2007,0.681275,0.6,0.638298,72,1,99,0.367,615,1,0.99,"BREVARD COLLEGE",7,119,1136766,"No",9552.65546218487,2007,4,412,1386954,"No",3366.3932038835
"383",198066,2012,291200,37,5,2007,0.750958,0.677778,0.787234,77,2,99,0.5,626,1,0.99,"BREVARD COLLEGE",7,79,817796,"No",10351.8481012658,2007,4,424,1749669,"No",4126.57783018868
"384",198066,2012,291200,37,5,2007,0.750958,0.677778,0.787234,77,1,99,0.41,626,1,0.99,"BREVARD COLLEGE",7,79,817796,"No",10351.8481012658,2007,4,424,1749669,"No",4126.57783018868
"385",198109,2010,647700,37,3,2007,0.864,-3,-3,19,2,99,0,345,1,1,"CABARRUS COLLEGE OF HEALTH SCIENCES",7,4,14600,"No",3650,2007,4,250,1183869,"No",4735.476
"386",198109,2010,647700,37,3,2007,0.864,-3,-3,19,1,99,0.75,345,1,1,"CABARRUS COLLEGE OF HEALTH SCIENCES",7,4,14600,"No",3650,2007,4,250,1183869,"No",4735.476
"387",198109,2012,647700,37,5,2007,0.877049,-3,-3,19,1,99,0.719,356,1,0.93,"CABARRUS COLLEGE OF HEALTH SCIENCES",7,0,0,"No",NA,2007,4,312,1387121,"No",4445.90064102564
"388",198109,2012,647700,37,5,2007,0.877049,-3,-3,19,2,99,1,356,1,0.93,"CABARRUS COLLEGE OF HEALTH SCIENCES",7,0,0,"No",NA,2007,4,312,1387121,"No",4445.90064102564
"389",198118,2010,483500,37,3,2007,0.590909,0.503448,-3,23,1,99,0.251,4399,1,0.67,"CALDWELL COMMUNITY COLLEGE & TECHNICAL INSTITUTE",7,6,30990,"No",5165,2007,4,960,3796602,"No",3954.79375
"390",198118,2010,483500,37,3,2007,0.590909,0.503448,-3,23,2,99,0.154,4399,1,0.67,"CALDWELL COMMUNITY COLLEGE & TECHNICAL INSTITUTE",7,6,30990,"No",5165,2007,4,960,3796602,"No",3954.79375
"391",198118,2012,483500,37,5,2007,0.610345,0.522293,-3,28,1,99,0.212,3636,1,0.72,"CALDWELL COMMUNITY COLLEGE & TECHNICAL INSTITUTE",7,0,0,"No",NA,2007,4,1265,4887680,"No",3863.77865612648
"392",198118,2012,483500,37,5,2007,0.610345,0.522293,-3,28,2,99,0.089,3636,1,0.72,"CALDWELL COMMUNITY COLLEGE & TECHNICAL INSTITUTE",7,0,0,"No",NA,2007,4,1265,4887680,"No",3863.77865612648
"393",198136,2010,291300,37,3,2007,0.76053,0.680346,0.788321,271,1,99,0.577,4359,1,1,"CAMPBELL UNIVERSITY",7,879,12467208,"No",14183.3993174061,2007,4,2168,8485380,"No",3913.92066420664
"394",198136,2010,291300,37,3,2007,0.76053,0.680346,0.788321,271,2,99,0.406,4359,1,1,"CAMPBELL UNIVERSITY",7,879,12467208,"No",14183.3993174061,2007,4,2168,8485380,"No",3913.92066420664
"395",198136,2012,291300,37,5,2007,0.786765,0.705882,0.813264,277,1,99,0.533,4484,1,1,"CAMPBELL UNIVERSITY",7,228,3462800,"No",15187.7192982456,2007,4,626,2968056,"No",4741.303514377
"396",198136,2012,291300,37,5,2007,0.786765,0.705882,0.813264,277,2,99,0.345,4484,1,1,"CAMPBELL UNIVERSITY",7,228,3462800,"No",15187.7192982456,2007,4,626,2968056,"No",4741.303514377
"397",198154,2010,532000,37,3,2007,0.691552,0.616327,0.700565,87,1,99,0.213,8959,1,0.59,"CAPE FEAR COMMUNITY COLLEGE",7,43,256107,"No",5955.97674418605,2007,4,2281,8447850,"No",3703.57299430075
"398",198154,2010,532000,37,3,2007,0.691552,0.616327,0.700565,87,2,99,0.16,8959,1,0.59,"CAPE FEAR COMMUNITY COLLEGE",7,43,256107,"No",5955.97674418605,2007,4,2281,8447850,"No",3703.57299430075
"399",198154,2012,532000,37,5,2007,0.710332,0.657692,0.73262,95,2,99,0.095,8372,1,0.67,"CAPE FEAR COMMUNITY COLLEGE",7,37,242647,"No",6558.02702702703,2007,4,2554,8323288,"No",3258.92247454973
"400",198154,2012,532000,37,5,2007,0.710332,0.657692,0.73262,95,1,99,0.154,8372,1,0.67,"CAPE FEAR COMMUNITY COLLEGE",7,37,242647,"No",6558.02702702703,2007,4,2554,8323288,"No",3258.92247454973
"401",198206,2010,808100,37,3,2007,0.659574,0.574074,-3,-3,2,99,0.067,1513,1,0.9,"CARTERET COMMUNITY COLLEGE",7,4,27796,"No",6949,2007,4,254,835395,"No",3288.95669291339
"402",198206,2010,808100,37,3,2007,0.659574,0.574074,-3,-3,1,99,0.124,1513,1,0.9,"CARTERET COMMUNITY COLLEGE",7,4,27796,"No",6949,2007,4,254,835395,"No",3288.95669291339
"403",198206,2012,808100,37,5,2007,0.646465,0.574074,-3,-3,2,99,0.053,1431,1,0.35,"CARTERET COMMUNITY COLLEGE",7,0,0,"No",NA,2007,4,318,1221396,"No",3840.8679245283
"404",198206,2012,808100,37,5,2007,0.646465,0.574074,-3,-3,1,99,0.175,1431,1,0.35,"CARTERET COMMUNITY COLLEGE",7,0,0,"No",NA,2007,4,318,1221396,"No",3840.8679245283
"405",198215,2010,291400,37,3,2007,0.692157,0.565217,0.738318,112,1,99,0.574,1226,1,1,"CATAWBA COLLEGE",7,226,1860599,"No",8232.7389380531,2007,4,745,2670131,"No",3584.06845637584
"406",198215,2010,291400,37,3,2007,0.692157,0.565217,0.738318,112,2,99,0.361,1226,1,1,"CATAWBA COLLEGE",7,226,1860599,"No",8232.7389380531,2007,4,745,2670131,"No",3584.06845637584
"407",198215,2012,291400,37,5,2007,0.735632,0.612565,0.791667,115,1,99,0.547,1176,1,0.99,"CATAWBA COLLEGE",7,195,1745096,"No",8949.21025641026,2007,4,813,3283767,"No",4039.07380073801
"408",198215,2012,291400,37,5,2007,0.735632,0.612565,0.791667,115,2,99,0.413,1176,1,0.99,"CATAWBA COLLEGE",7,195,1745096,"No",8949.21025641026,2007,4,813,3283767,"No",4039.07380073801
"409",198233,2010,531800,37,3,2007,0.786667,0.681159,-3,15,1,99,0.135,4796,1,0.67,"CATAWBA VALLEY COMMUNITY COLLEGE",7,7,38368,"No",5481.14285714286,2007,4,390,1386081,"No",3554.05384615385
"410",198233,2010,531800,37,3,2007,0.786667,0.681159,-3,15,2,99,0.083,4796,1,0.67,"CATAWBA VALLEY COMMUNITY COLLEGE",7,7,38368,"No",5481.14285714286,2007,4,390,1386081,"No",3554.05384615385
"411",198233,2012,531800,37,5,2007,0.792453,0.710145,-3,12,1,99,0.224,3785,1,0.69,"CATAWBA VALLEY COMMUNITY COLLEGE",7,2,8000,"No",4000,2007,4,421,1623034,"No",3855.18764845606
"412",198233,2012,531800,37,5,2007,0.792453,0.710145,-3,12,2,99,0.091,3785,1,0.69,"CATAWBA VALLEY COMMUNITY COLLEGE",7,2,8000,"No",4000,2007,4,421,1623034,"No",3855.18764845606
"413",198242,2010,1026400,37,3,2007,0.5,-3,-3,-3,2,99,NA,281,1,1,"SOUTH COLLEGE",7,28,214113,"No",7646.89285714286,2007,4,286,1389632,"No",4858.85314685315
"414",198242,2010,1026400,37,3,2007,0.5,-3,-3,-3,1,99,NA,281,1,1,"SOUTH COLLEGE",7,28,214113,"No",7646.89285714286,2007,4,286,1389632,"No",4858.85314685315
"415",198242,2012,1026400,37,5,2007,0.413043,-3,-3,-3,2,99,NA,295,1,1,"SOUTH COLLEGE",7,11,155279,"No",14116.2727272727,2007,4,319,1727638,"No",5415.79310344828
"416",198242,2012,1026400,37,5,2007,0.413043,-3,-3,-3,1,99,0.429,295,1,1,"SOUTH COLLEGE",7,11,155279,"No",14116.2727272727,2007,4,319,1727638,"No",5415.79310344828
"417",198303,2010,291600,37,3,2007,0.480944,0.374558,0.546961,87,1,99,0.381,1138,1,1,"CHOWAN UNIVERSITY",7,398,3522653,"No",8850.88693467337,2007,4,1041,3799751,"No",3650.09702209414
"418",198303,2010,291600,37,3,2007,0.480944,0.374558,0.546961,87,2,99,0.271,1138,1,1,"CHOWAN UNIVERSITY",7,398,3522653,"No",8850.88693467337,2007,4,1041,3799751,"No",3650.09702209414
"419",198303,2012,291600,37,5,2007,0.537133,0.427152,0.593583,90,2,99,0.217,1261,1,1,"CHOWAN UNIVERSITY",7,206,2480593,"No",12041.713592233,2007,4,1173,5586614,"No",4762.67178175618
"420",198303,2012,291600,37,5,2007,0.537133,0.427152,0.593583,90,1,99,0.289,1261,1,1,"CHOWAN UNIVERSITY",7,206,2480593,"No",12041.713592233,2007,4,1173,5586614,"No",4762.67178175618
"421",198367,2010,679900,37,3,2007,0.766667,0.709091,-3,-3,2,99,0.048,2701,1,0.56,"CRAVEN COMMUNITY COLLEGE",7,1,2089,"No",2089,2007,4,283,1252991,"No",4427.53003533569
"422",198367,2010,679900,37,3,2007,0.766667,0.709091,-3,-3,1,99,0.084,2701,1,0.56,"CRAVEN COMMUNITY COLLEGE",7,1,2089,"No",2089,2007,4,283,1252991,"No",4427.53003533569
"423",198367,2012,679900,37,5,2007,0.762887,0.722222,-3,-3,2,99,0.049,2712,1,0.73,"CRAVEN COMMUNITY COLLEGE",7,0,0,"No",NA,2007,4,419,1705662,"No",4070.7923627685
"424",198367,2012,679900,37,5,2007,0.762887,0.722222,-3,-3,1,99,0.145,2712,1,0.73,"CRAVEN COMMUNITY COLLEGE",7,0,0,"No",NA,2007,4,419,1705662,"No",4070.7923627685
"425",198376,2010,291900,37,3,2007,-3,-3,-3,-3,2,99,0.333,3932,1,0.68,"DAVIDSON COUNTY COMMUNITY COLLEGE",7,1,900,"No",900,2007,4,204,577582,"No",2831.28431372549
"426",198376,2010,291900,37,3,2007,-3,-3,-3,-3,1,99,0.309,3932,1,0.68,"DAVIDSON COUNTY COMMUNITY COLLEGE",7,1,900,"No",900,2007,4,204,577582,"No",2831.28431372549
"427",198376,2012,291900,37,5,2007,-3,-3,-3,-3,2,99,0.182,3581,1,0.76,"DAVIDSON COUNTY COMMUNITY COLLEGE",7,2,10236,"No",5118,2007,4,1214,5322538,"No",4384.2981878089
"428",198376,2012,291900,37,5,2007,-3,-3,-3,-3,1,99,0.267,3581,1,0.76,"DAVIDSON COUNTY COMMUNITY COLLEGE",7,2,10236,"No",5118,2007,4,1214,5322538,"No",4384.2981878089
"429",198385,2010,291800,37,3,2007,0.910256,-3,-3,85,2,99,0.71,1885,1,0.65,"DAVIDSON COLLEGE",7,115,2300422,"No",20003.6695652174,2007,4,360,1550406,"No",4306.68333333333
"430",198385,2010,291800,37,3,2007,0.910256,-3,-3,85,1,99,0.933,1885,1,0.65,"DAVIDSON COLLEGE",7,115,2300422,"No",20003.6695652174,2007,4,360,1550406,"No",4306.68333333333
"431",198385,2012,291800,37,5,2007,0.915663,-3,-3,95,1,99,0.936,1919,1,0.62,"DAVIDSON COLLEGE",7,120,2655589,"No",22129.9083333333,2007,4,318,1474956,"No",4638.22641509434
"432",198385,2012,291800,37,5,2007,0.915663,-3,-3,95,2,99,0.913,1919,1,0.62,"DAVIDSON COLLEGE",7,120,2655589,"No",22129.9083333333,2007,4,318,1474956,"No",4638.22641509434
"433",198419,2010,292000,37,3,2007,0.889154,0.862637,0.868421,353,1,99,0.952,8144,1,0.62,"DUKE UNIVERSITY",7,319,7534573,"No",23619.3510971787,2007,4,922,4180513,"No",4534.17895878525
"434",198419,2010,292000,37,3,2007,0.889154,0.862637,0.868421,353,2,99,0.904,8144,1,0.62,"DUKE UNIVERSITY",7,319,7534573,"No",23619.3510971787,2007,4,922,4180513,"No",4534.17895878525
"435",198419,2012,292000,37,5,2007,0.904506,0.879397,0.882184,385,1,99,0.947,8241,1,0.64,"DUKE UNIVERSITY",7,287,7851309,"No",27356.4773519164,2007,4,834,3854190,"No",4621.3309352518
"436",198419,2012,292000,37,5,2007,0.904506,0.879397,0.882184,385,2,99,0.915,8241,1,0.64,"DUKE UNIVERSITY",7,287,7851309,"No",27356.4773519164,2007,4,834,3854190,"No",4621.3309352518
"437",198464,2010,292300,37,3,2007,0.723329,0.61238,0.761759,1191,2,99,0.532,20846,1,0.73,"EAST CAROLINA UNIVERSITY",7,1474,14784426,"No",10030.1397557666,2007,4,10805,41074612,"No",3801.44488662656
"438",198464,2010,292300,37,3,2007,0.723329,0.61238,0.761759,1191,1,99,0.601,20846,1,0.73,"EAST CAROLINA UNIVERSITY",7,1474,14784426,"No",10030.1397557666,2007,4,10805,41074612,"No",3801.44488662656
"439",198464,2012,292300,37,5,2007,0.761513,0.66714,0.787952,1285,2,99,0.534,20348,1,0.73,"EAST CAROLINA UNIVERSITY",7,1223,15514032,"No",12685.2264922322,2007,4,10885,40486848,"No",3719.50831419384
"440",198464,2012,292300,37,5,2007,0.761513,0.66714,0.787952,1285,1,99,0.569,20348,1,0.73,"EAST CAROLINA UNIVERSITY",7,1223,15514032,"No",12685.2264922322,2007,4,10885,40486848,"No",3719.50831419384
"441",198491,2010,885500,37,3,2007,0.396226,0.333333,-3,-3,2,99,0.495,2665,1,0.94,"EDGECOMBE COMMUNITY COLLEGE",7,0,0,"No",NA,2007,4,461,1581950,"No",3431.56182212581
"442",198491,2010,885500,37,3,2007,0.396226,0.333333,-3,-3,1,99,0.742,2665,1,0.94,"EDGECOMBE COMMUNITY COLLEGE",7,0,0,"No",NA,2007,4,461,1581950,"No",3431.56182212581
"443",198491,2012,885500,37,5,2007,0.446602,0.381579,-3,-3,2,99,0.033,2058,1,0.93,"EDGECOMBE COMMUNITY COLLEGE",7,0,0,"No",NA,2007,4,704,2432363,"No",3455.06107954545
"444",198491,2012,885500,37,5,2007,0.446602,0.381579,-3,-3,1,99,0.366,2058,1,0.93,"EDGECOMBE COMMUNITY COLLEGE",7,0,0,"No",NA,2007,4,704,2432363,"No",3455.06107954545
"445",198507,2010,292600,37,3,2007,0.342603,0.291391,0.463203,64,1,99,0.318,3333,1,0.97,"ELIZABETH CITY STATE UNIVERSITY",7,198,1474383,"Yes",7446.37878787879,2007,4,1840,5903910,"Yes",3208.64673913043
"446",198507,2010,292600,37,3,2007,0.342603,0.291391,0.463203,64,2,99,0.452,3333,1,0.97,"ELIZABETH CITY STATE UNIVERSITY",7,198,1474383,"Yes",7446.37878787879,2007,4,1840,5903910,"Yes",3208.64673913043
"447",198507,2012,292600,37,5,2007,0.381148,0.352308,0.455253,69,1,99,0.388,2727,1,0.97,"ELIZABETH CITY STATE UNIVERSITY",7,115,1112629,"Yes",9675.0347826087,2007,4,1912,7248887,"Yes",3791.25889121339
"448",198507,2012,292600,37,5,2007,0.381148,0.352308,0.455253,69,2,99,0.425,2727,1,0.97,"ELIZABETH CITY STATE UNIVERSITY",7,115,1112629,"Yes",9675.0347826087,2007,4,1912,7248887,"Yes",3791.25889121339
"449",198516,2010,292700,37,3,2007,0.888199,0.815126,0.882129,423,2,99,0.784,5956,1,0.71,"ELON UNIVERSITY",7,561,9954754,"No",17744.6595365419,2007,4,1542,5480733,"No",3554.30155642023
"450",198516,2010,292700,37,3,2007,0.888199,0.815126,0.882129,423,1,99,0.822,5956,1,0.71,"ELON UNIVERSITY",7,561,9954754,"No",17744.6595365419,2007,4,1542,5480733,"No",3554.30155642023
"451",198516,2012,292700,37,5,2007,0.902326,0.818182,0.887719,443,1,99,0.822,6246,1,0.68,"ELON UNIVERSITY",7,487,9999987,"No",20533.8542094456,2007,4,1649,6048513,"No",3667.98847786537
"452",198516,2012,292700,37,5,2007,0.902326,0.818182,0.887719,443,2,99,0.864,6246,1,0.68,"ELON UNIVERSITY",7,487,9999987,"No",20533.8542094456,2007,4,1649,6048513,"No",3667.98847786537
"453",198534,2010,764000,37,3,2007,0.404193,0.35064,0.569697,58,2,99,0.096,9171,1,0.66,"FAYETTEVILLE TECHNICAL COMMUNITY COLLEGE",7,7,29223,"No",4174.71428571429,2007,4,2014,8215455,"No",4079.17328699106
"454",198534,2010,764000,37,3,2007,0.404193,0.35064,0.569697,58,1,99,0.055,9171,1,0.66,"FAYETTEVILLE TECHNICAL COMMUNITY COLLEGE",7,7,29223,"No",4174.71428571429,2007,4,2014,8215455,"No",4079.17328699106
"455",198534,2012,764000,37,5,2007,0.421866,0.372954,0.571839,58,1,99,0.111,10114,1,0.79,"FAYETTEVILLE TECHNICAL COMMUNITY COLLEGE",7,0,0,"No",NA,2007,4,2307,6684699,"No",2897.5721716515
"456",198534,2012,764000,37,5,2007,0.421866,0.372954,0.571839,58,2,99,0.035,10114,1,0.79,"FAYETTEVILLE TECHNICAL COMMUNITY COLLEGE",7,0,0,"No",NA,2007,4,2307,6684699,"No",2897.5721716515
"457",198543,2010,292800,37,3,2007,0.349104,0.307288,0.426259,121,1,99,0.346,4743,1,0.91,"FAYETTEVILLE STATE UNIVERSITY",7,100,504907,"Yes",5049.07,2007,4,2588,8748085,"Yes",3380.24922720247
"458",198543,2010,292800,37,3,2007,0.349104,0.307288,0.426259,121,2,99,0.311,4743,1,0.91,"FAYETTEVILLE STATE UNIVERSITY",7,100,504907,"Yes",5049.07,2007,4,2588,8748085,"Yes",3380.24922720247
"459",198543,2012,292800,37,5,2007,0.407238,0.365854,0.47541,138,1,99,0.154,4714,1,0.96,"FAYETTEVILLE STATE UNIVERSITY",7,62,370322,"Yes",5972.93548387097,2007,4,3785,15840030,"Yes",4184.94848084544
"460",198543,2012,292800,37,5,2007,0.407238,0.365854,0.47541,138,2,99,0.337,4714,1,0.96,"FAYETTEVILLE STATE UNIVERSITY",7,62,370322,"Yes",5972.93548387097,2007,4,3785,15840030,"Yes",4184.94848084544
"461",198552,2012,531700,37,5,2007,-3,-3,-3,-3,1,99,0.183,7190,1,0.44,"FORSYTH TECHNICAL COMMUNITY COLLEGE",7,10,43798,"No",4379.8,2007,4,2262,8987366,"No",3973.19451812555
"462",198552,2012,531700,37,5,2007,-3,-3,-3,-3,2,99,0.04,7190,1,0.44,"FORSYTH TECHNICAL COMMUNITY COLLEGE",7,10,43798,"No",4379.8,2007,4,2262,8987366,"No",3973.19451812555
"463",198561,2010,292900,37,3,2007,0.62766,0.516441,0.667984,199,2,99,0.419,2761,1,1,"GARDNER - WEBB UNIVERSITY",7,353,3846889,"No",10897.7025495751,2007,4,1823,7514905,"No",4122.27372462973
"464",198561,2010,292900,37,3,2007,0.62766,0.516441,0.667984,199,1,99,0.575,2761,1,1,"GARDNER - WEBB UNIVERSITY",7,353,3846889,"No",10897.7025495751,2007,4,1823,7514905,"No",4122.27372462973
"465",198561,2012,292900,37,5,2007,0.67627,0.559649,0.730483,211,1,99,0.577,2546,1,1,"GARDNER - WEBB UNIVERSITY",7,262,3352261,"No",12794.8893129771,2007,4,1864,8374921,"No",4492.98336909871
"466",198561,2012,292900,37,5,2007,0.67627,0.559649,0.730483,211,2,99,0.529,2546,1,1,"GARDNER - WEBB UNIVERSITY",7,262,3352261,"No",12794.8893129771,2007,4,1864,8374921,"No",4492.98336909871
"467",198598,2010,293000,37,3,2007,0.625688,0.5,0.633663,133,1,99,0.423,972,1,0.99,"GREENSBORO COLLEGE",7,192,2255952,"No",11749.75,2007,4,806,3666233,"No",4548.67617866005
"468",198598,2010,293000,37,3,2007,0.625688,0.5,0.633663,133,2,99,0.324,972,1,0.99,"GREENSBORO COLLEGE",7,192,2255952,"No",11749.75,2007,4,806,3666233,"No",4548.67617866005
"469",198598,2012,293000,37,5,2007,0.639033,0.492958,0.656109,145,2,99,0.25,951,1,1,"GREENSBORO COLLEGE",7,133,1650531,"No",12410.007518797,2007,4,735,3266838,"No",4444.67755102041
"470",198598,2012,293000,37,5,2007,0.639033,0.492958,0.656109,145,1,99,0.338,951,1,1,"GREENSBORO COLLEGE",7,133,1650531,"No",12410.007518797,2007,4,735,3266838,"No",4444.67755102041
"471",198613,2010,293100,37,3,2007,0.588126,0.453237,0.679558,160,2,99,0.5,2760,1,0.99,"GUILFORD COLLEGE",7,175,2322373,"No",13270.7028571429,2007,4,1375,6020852,"No",4378.80145454545
"472",198613,2010,293100,37,3,2007,0.588126,0.453237,0.679558,160,1,99,0.592,2760,1,0.99,"GUILFORD COLLEGE",7,175,2322373,"No",13270.7028571429,2007,4,1375,6020852,"No",4378.80145454545
"473",198613,2012,293100,37,5,2007,0.618924,0.48505,0.712766,174,2,99,0.436,2211,1,0.99,"GUILFORD COLLEGE",7,134,2111869,"No",15760.2164179104,2007,4,1426,6168889,"No",4326.00911640954
"474",198613,2012,293100,37,5,2007,0.618924,0.48505,0.712766,174,1,99,0.592,2211,1,0.99,"GUILFORD COLLEGE",7,134,2111869,"No",15760.2164179104,2007,4,1426,6168889,"No",4326.00911640954
